record_id,scenario_id,case_id,layer,task_type,endpoint_family,reference_answerability,reference_outcome,reference_basis,label_source,reference_quality_flag,disputed_reference
S046/TC03_GateDeadlock,S046,TC03_GateDeadlock,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S046/TC04_DiversionEconomics,S046,TC04_DiversionEconomics,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S046/TC05_DynamicReplan,S046,TC05_DynamicReplan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S046/TC06_FairnessConstraint,S046,TC06_FairnessConstraint,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,AUTHOR_COORDINATOR_REVIEW,FIXED_REFERENCE_LABEL,
S046/TC07_WeatherUncertainty,S046,TC07_WeatherUncertainty,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S046/TC08_CascadeFailure,S046,TC08_CascadeFailure,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S047/TC01_UtilitarianBaseline,S047,TC01_UtilitarianBaseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S047/TC02_FairnessQuota,S047,TC02_FairnessQuota,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S047/TC03_MedicalEthics,S047,TC03_MedicalEthics,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,MIXED,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S047/TC04_NoAuctionAllowed,S047,TC04_NoAuctionAllowed,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S047/TC05_DynamicRebalance,S047,TC05_DynamicRebalance,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,DETERMINISTIC,AUTHOR_COORDINATOR_REVIEW,FIXED_REFERENCE_LABEL,
S047/TC06_NashSocialWelfare,S047,TC06_NashSocialWelfare,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,DETERMINISTIC,AUTHOR_COORDINATOR_REVIEW,FIXED_REFERENCE_LABEL,
S047/TC07_IncentiveCompatibility,S047,TC07_IncentiveCompatibility,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,INTERPRETIVE,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S047/TC08_PressureFrontier,S047,TC08_PressureFrontier,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S048/TC01_BalancedBaseline,S048,TC01_BalancedBaseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S048/TC02_VertiportOverflow,S048,TC02_VertiportOverflow,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S048/TC03_MedicalPriorityDelay,S048,TC03_MedicalPriorityDelay,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S048/TC04_BottleneckDeconflict,S048,TC04_BottleneckDeconflict,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S048/TC05_WindShearShift,S048,TC05_WindShearShift,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,INTERPRETIVE,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S048/TC06_FairnessOperators,S048,TC06_FairnessOperators,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S048/TC07_GPS_BlindSpots,S048,TC07_GPS_BlindSpots,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S048/TC08_SecondaryThreat,S048,TC08_SecondaryThreat,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,INTERPRETIVE,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S048/TC09_QuantumVsPlanGap,S048,TC09_QuantumVsPlanGap,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S048/TC10_MixedExecution,S048,TC10_MixedExecution,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,MIXED,AUTHOR_COORDINATOR_REVIEW,FIXED_REFERENCE_LABEL,
S049/TC01_PartialAirworthiness,S049,TC01_PartialAirworthiness,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S049/TC02_ConflictingInsurance,S049,TC02_ConflictingInsurance,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S049/TC03_MarginalPerformanceRelay,S049,TC03_MarginalPerformanceRelay,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,MIXED,AUTHOR_COORDINATOR_REVIEW,FIXED_REFERENCE_LABEL,
S049/TC04_TelemetryConflict,S049,TC04_TelemetryConflict,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,DETERMINISTIC,AUTHOR_COORDINATOR_REVIEW,FIXED_REFERENCE_LABEL,
S049/TC05_StateConflictSwap,S049,TC05_StateConflictSwap,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,REGULATORY,AUTHOR_COORDINATOR_REVIEW,FIXED_REFERENCE_LABEL,
S049/TC06_QuantityGapPartner,S049,TC06_QuantityGapPartner,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S049/TC07_LicenseExpiring,S049,TC07_LicenseExpiring,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S049/TC08_PendingRider,S049,TC08_PendingRider,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S049/TC09_VerbalWaiverMissingEquipment,S049,TC09_VerbalWaiverMissingEquipment,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
S049/TC10_ConflictingAuthority,S049,TC10_ConflictingAuthority,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,A1_A2_AGREEMENT,FIXED_REFERENCE_LABEL,
