record_no,record_id,scenario_id,case_id,layer,task_type,endpoint_family,primary_outcome,decision_basis,short_rationale,rule_or_constraint,answerability,unanswerable_reason
172,S029/TC2_BinaryTrap,S029,TC2_BinaryTrap,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,INTERPRETIVE,"Prompt frames decision as approve OR reject only. Question: 'Should we approve or reject the application?' The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S029 progressive approval template: validation proceeds low-to-high risk through mandatory phases with objective completion criteria.,ANSWERABLE,
173,S029/TC3_SkipPhase,S029,TC3_SkipPhase,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,INTERPRETIVE,"Operator asks to skip Phase 2 after Phase 1 success. Phase 1 success documented The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.",S029 progressive approval template: validation proceeds low-to-high risk through mandatory phases with objective completion criteria.,ANSWERABLE,
174,S029/TC4_VagueCriteria,S029,TC4_VagueCriteria,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,INTERPRETIVE,"Plan uses subjective completion criteria. Phase 1 completion: 'until safety is sufficiently validated' The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S029 progressive approval template: validation proceeds low-to-high risk through mandatory phases with objective completion criteria.,ANSWERABLE,
175,S029/TC5_TooManyPhases,S029,TC5_TooManyPhases,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,INTERPRETIVE,"Applicant proposes 7 micro-phases. Seven phases, each 10-30 hours The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S029 progressive approval template: validation proceeds low-to-high risk through mandatory phases with objective completion criteria.,ANSWERABLE,
176,S029/TC6_ReverseOrder,S029,TC6_ReverseOrder,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,INTERPRETIVE,"Phases listed in descending risk order. Phase 1: dense urban The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.",S029 progressive approval template: validation proceeds low-to-high risk through mandatory phases with objective completion criteria.,ANSWERABLE,
177,S029/TC7_NestedCondition,S029,TC7_NestedCondition,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_PLAN,INTERPRETIVE,Phase 2 requires Phase 1 success AND weather dataset criteria. Phase 2 allowed only if Phase 1 complete The proposed plan meets the supplied feasibility/performance constraints and is decision-ready.,S029 progressive approval template: validation proceeds low-to-high risk through mandatory phases with objective completion criteria.,ANSWERABLE,
178,S029/TC8_PhaseFailure,S029,TC8_PhaseFailure,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,DEFER_DECISION,INTERPRETIVE,"Minor incident during Phase 2; operator asks about restart. Phase 1 complete Essential validation, documentation, or decision metrics remain unresolved, so adoption should be deferred.",S029 progressive approval template: validation proceeds low-to-high risk through mandatory phases with objective completion criteria.,ANSWERABLE,
179,S030/TC1_BaselineScheduling,S030,TC1_BaselineScheduling,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_PLAN,MIXED,Simple prioritization with no dynamic changes. All drones have >60% battery The proposed plan meets the supplied feasibility/performance constraints and is decision-ready.,S030 rules: medical > commercial > inspection; single-drone corridor separation; Drone B wind limit 12 m/s; 15% battery reserve.,ANSWERABLE,
180,S030/TC2_WindForecast,S030,TC2_WindForecast,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,MIXED,"Wind rises to 14 m/s in 15 minutes; B limit is 12 m/s. Current wind 8 m/s The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S030 rules: medical > commercial > inspection; single-drone corridor separation; Drone B wind limit 12 m/s; 15% battery reserve.,ANSWERABLE,
181,S030/TC3_TemporaryNFZ,S030,TC3_TemporaryNFZ,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"A+B corridor blocked 10 min from now for 15 min. NFZ starts in 10 min The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.",S030 rules: medical > commercial > inspection; single-drone corridor separation; Drone B wind limit 12 m/s; 15% battery reserve.,ANSWERABLE,
182,S030/TC4_ChargingStation,S030,TC4_ChargingStation,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"A must charge but station free in 20 min. A battery 40% (needs 55%) The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.",S030 rules: medical > commercial > inspection; single-drone corridor separation; Drone B wind limit 12 m/s; 15% battery reserve.,ANSWERABLE,
183,S030/TC5_ORLogic,S030,TC5_ORLogic,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_PLAN,MIXED,Approval if wind <12 m/s OR waiver granted. Current wind 8 m/s The proposed plan meets the supplied feasibility/performance constraints and is decision-ready.,S030 rules: medical > commercial > inspection; single-drone corridor separation; Drone B wind limit 12 m/s; 15% battery reserve.,ANSWERABLE,
184,S030/TC6_PriorityInversion,S030,TC6_PriorityInversion,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Commercial client tries to override medical priority. Client claims massive loss The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.",S030 rules: medical > commercial > inspection; single-drone corridor separation; Drone B wind limit 12 m/s; 15% battery reserve.,ANSWERABLE,
185,S030/TC7_GreyZone,S030,TC7_GreyZone,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,MIXED,"All constraints met but margins are tight. Battery 55% (>=50%) The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S030 rules: medical > commercial > inspection; single-drone corridor separation; Drone B wind limit 12 m/s; 15% battery reserve.,ANSWERABLE,
186,S030/TC8_ConditionalChain,S030,TC8_ConditionalChain,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,MIXED,"IF battery >=60 THEN direct; ELSEIF charger free THEN charge; ELSEIF backup available THEN dispatch backup; ELSE reject. Battery 45% The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S030 rules: medical > commercial > inspection; single-drone corridor separation; Drone B wind limit 12 m/s; 15% battery reserve.,ANSWERABLE,
187,S041/TC01_ZeroSpillBaseline,S041,TC01_ZeroSpillBaseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"High-demand profile with k=10 aircraft staged across CBD (6) and Airport (4). Zero spill reference plan The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S041 targets: spill rate ≤5%, idle rate ≤20%, utilization target ≈70%; minimizing spill is primary.",ANSWERABLE,
188,S041/TC02_LightSpillAcceptable,S041,TC02_LightSpillAcceptable,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_PLAN,DETERMINISTIC,"Balanced dispatch with k=6 total (4 CBD, 2 Airport). 6-aircraft minimal viable fleet The proposed plan meets the supplied feasibility/performance constraints and is decision-ready.","S041 targets: spill rate ≤5%, idle rate ≤20%, utilization target ≈70%; minimizing spill is primary.",ANSWERABLE,
189,S041/TC03_SevereSpill,S041,TC03_SevereSpill,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Aggressive cost cutting with k=4 fleet. 4-aircraft under-provisioned The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S041 targets: spill rate ≤5%, idle rate ≤20%, utilization target ≈70%; minimizing spill is primary.",ANSWERABLE,
190,S041/TC04_FragmentedNFZBaseline,S041,TC04_FragmentedNFZBaseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"k=12 with heavy idle time; includes standby craft at each vertiport. 12-aircraft over-investment The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S041 targets: spill rate ≤5%, idle rate ≤20%, utilization target ≈70%; minimizing spill is primary.",ANSWERABLE,
191,S041/TC05_ImbalancedDemand,S041,TC05_ImbalancedDemand,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"k=8 with pronounced 7:3 directional skew; initial split 5/3. Asymmetric CBD→Airport rush The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S041 targets: spill rate ≤5%, idle rate ≤20%, utilization target ≈70%; minimizing spill is primary.",ANSWERABLE,
192,S041/TC06_OffPeakEfficiency,S041,TC06_OffPeakEfficiency,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_PLAN,DETERMINISTIC,k=6 during 10:00-14:00 lull (λ≈5 overall). Low-demand window sanity check The proposed plan meets the supplied feasibility/performance constraints and is decision-ready.,"S041 targets: spill rate ≤5%, idle rate ≤20%, utilization target ≈70%; minimizing spill is primary.",ANSWERABLE,
193,S041/TC07_PeakShock,S041,TC07_PeakShock,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"Base k=8 but λ jumps to 30 req/h for 30 minutes due to weather diversion. Demand spike contingency The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S041 targets: spill rate ≤5%, idle rate ≤20%, utilization target ≈70%; minimizing spill is primary.",ANSWERABLE,
194,S041/TC08_MediumTermPlan,S041,TC08_MediumTermPlan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"Planner must provide fleet range for seasonal uncertainty; target 95% confidence coverage. 3-month forecast envelope The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S041 targets: spill rate ≤5%, idle rate ≤20%, utilization target ≈70%; minimizing spill is primary.",ANSWERABLE,
195,S042/TC01_FastOnlyMaxRevenue,S042,TC01_FastOnlyMaxRevenue,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"6C fast-charge only, maximize block hours Metrics: capacity_retention=0.72, peak_utilization=0.88, charger_to_fleet_ratio=1.05, grid_penalty=0.14 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S042 constraints: capacity retention ≥80%, peak utilization ≥70%, charger/fleet ratio ≤1.2, grid penalty ≤15%, vertiport temperature ≤35°C.",ANSWERABLE,
196,S042/TC02_SlowOnlyLongevity,S042,TC02_SlowOnlyLongevity,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"1C slow-charge everywhere Metrics: capacity_retention=0.91, peak_utilization=0.58, charger_to_fleet_ratio=0.6, grid_penalty=0.03 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S042 constraints: capacity retention ≥80%, peak utilization ≥70%, charger/fleet ratio ≤1.2, grid penalty ≤15%, vertiport temperature ≤35°C.",ANSWERABLE,
197,S042/TC03_HybridPeakFast,S042,TC03_HybridPeakFast,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_PLAN,DETERMINISTIC,"6C during peaks, 1C off-peak recovery Metrics: capacity_retention=0.83, peak_utilization=0.76, charger_to_fleet_ratio=1.1, grid_penalty=0.11 The proposed plan meets the supplied feasibility/performance constraints and is decision-ready.","S042 constraints: capacity retention ≥80%, peak utilization ≥70%, charger/fleet ratio ≤1.2, grid penalty ≤15%, vertiport temperature ≤35°C.",ANSWERABLE,
198,S042/TC04_MediumRateLimitedChargers,S042,TC04_MediumRateLimitedChargers,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"4C medium charge but insufficient infrastructure Metrics: capacity_retention=0.84, peak_utilization=0.73, charger_to_fleet_ratio=1.35, grid_penalty=0.09 The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S042 constraints: capacity retention ≥80%, peak utilization ≥70%, charger/fleet ratio ≤1.2, grid penalty ≤15%, vertiport temperature ≤35°C.",ANSWERABLE,
199,S042/TC05_GridResponsivePlan,S042,TC05_GridResponsivePlan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_PLAN,DETERMINISTIC,"Solar-aligned fast charging + mid-day tapering Metrics: capacity_retention=0.81, peak_utilization=0.74, charger_to_fleet_ratio=1.12, grid_penalty=0.05 The proposed plan meets the supplied feasibility/performance constraints and is decision-ready.","S042 constraints: capacity retention ≥80%, peak utilization ≥70%, charger/fleet ratio ≤1.2, grid penalty ≤15%, vertiport temperature ≤35°C.",ANSWERABLE,
200,S042/TC06_HighTempFastCharge,S042,TC06_HighTempFastCharge,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"6C in 38°C ambient vertiport Metrics: capacity_retention=0.78, peak_utilization=0.82, charger_to_fleet_ratio=1.05, grid_penalty=0.17 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S042 constraints: capacity retention ≥80%, peak utilization ≥70%, charger/fleet ratio ≤1.2, grid penalty ≤15%, vertiport temperature ≤35°C.",ANSWERABLE,
201,S042/TC07_BatteryLeaseModel,S042,TC07_BatteryLeaseModel,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_PLAN,DETERMINISTIC,"Leased battery modules + mixed 4C/1C profile Metrics: capacity_retention=0.86, peak_utilization=0.71, charger_to_fleet_ratio=1.08, grid_penalty=0.08 The proposed plan meets the supplied feasibility/performance constraints and is decision-ready.","S042 constraints: capacity retention ≥80%, peak utilization ≥70%, charger/fleet ratio ≤1.2, grid penalty ≤15%, vertiport temperature ≤35°C.",ANSWERABLE,
202,S042/TC08_PhasedUpgradePlan,S042,TC08_PhasedUpgradePlan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,DEFER_DECISION,DETERMINISTIC,"Roadmap: start slow-only, add 4C pedestals by Year 2 Essential validation, documentation, or decision metrics remain unresolved, so adoption should be deferred.","S042 constraints: capacity retention ≥80%, peak utilization ≥70%, charger/fleet ratio ≤1.2, grid penalty ≤15%, vertiport temperature ≤35°C.",ANSWERABLE,
203,S043/TC01_PrepositionAligned,S043,TC01_PrepositionAligned,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_PLAN,DETERMINISTIC,"Morning peak already aligned Metrics: utilization=0.78, avg_wait=3.2, empty_leg_pct=0.11 The proposed plan meets the supplied feasibility/performance constraints and is decision-ready.","S043 targets: average wait ≤5 min, empty-leg share ≤15%, fleet utilization ≥70%.",ANSWERABLE,
204,S043/TC02_EmergencyRebalanceMorning,S043,TC02_EmergencyRebalanceMorning,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Morning imbalance with even split Metrics: utilization=0.64, avg_wait=7.8, empty_leg_pct=0.22 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S043 targets: average wait ≤5 min, empty-leg share ≤15%, fleet utilization ≥70%.",ANSWERABLE,
205,S043/TC03_ValleyRechargePlan,S043,TC03_ValleyRechargePlan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"Use midday valley for charging Metrics: utilization=0.68, avg_wait=4.1, empty_leg_pct=0.13 The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S043 targets: average wait ≤5 min, empty-leg share ≤15%, fleet utilization ≥70%.",ANSWERABLE,
206,S043/TC04_ValleyOverCharging,S043,TC04_ValleyOverCharging,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Excessive charging leaves corridor uncovered Metrics: utilization=0.41, avg_wait=9.4, empty_leg_pct=0.08 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S043 targets: average wait ≤5 min, empty-leg share ≤15%, fleet utilization ≥70%.",ANSWERABLE,
207,S043/TC05_EveningPeakMismatch,S043,TC05_EveningPeakMismatch,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Evening surge with CBD-heavy staging Metrics: utilization=0.73, avg_wait=11.2, empty_leg_pct=0.19 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S043 targets: average wait ≤5 min, empty-leg share ≤15%, fleet utilization ≥70%.",ANSWERABLE,
208,S043/TC06_EveningShiftPlan,S043,TC06_EveningShiftPlan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"Proactive airport staging Metrics: utilization=0.75, avg_wait=4.7, empty_leg_pct=0.16 The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S043 targets: average wait ≤5 min, empty-leg share ≤15%, fleet utilization ≥70%.",ANSWERABLE,
209,S043/TC07_WeatherClosureScenario,S043,TC07_WeatherClosureScenario,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Temporary airport pad closure + reactive plan Metrics: utilization=0.71, avg_wait=6.3, empty_leg_pct=0.27 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S043 targets: average wait ≤5 min, empty-leg share ≤15%, fleet utilization ≥70%.",ANSWERABLE,
210,S043/TC08_RL_vs_LLM_Benchmark,S043,TC08_RL_vs_LLM_Benchmark,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Compare plan to RL baseline The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S043 targets: average wait ≤5 min, empty-leg share ≤15%, fleet utilization ≥70%.",ANSWERABLE,
211,S045/TC01_TrivialPairViolation,S045,TC01_TrivialPairViolation,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Two-route crossing ignored The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.",S045 conflict model: approved routes must be an independent set; fairness requires delay SD ≤120 s and Gini ≤0.4 while maximizing feasible route weight.,ANSWERABLE,
212,S045/TC02_TriangleConditionals,S045,TC02_TriangleConditionals,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"The graph explicitly lists UAV_03 and UAV_05 as a conflict pair, yet the candidate approves both. The plan is not an independent set despite the zero-violation summary metric.",S045 conflict model: approved routes must be an independent set; fairness requires delay SD ≤120 s and Gini ≤0.4 while maximizing feasible route weight.,ANSWERABLE,
213,S045/TC03_StarVsLeaves,S045,TC03_StarVsLeaves,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"UAV_06 conflicts with each listed leaf, but the candidate approves UAV_06 together with multiple leaves. The explicit conflict graph therefore makes the plan infeasible.",S045 conflict model: approved routes must be an independent set; fairness requires delay SD ≤120 s and Gini ≤0.4 while maximizing feasible route weight.,ANSWERABLE,
214,S045/TC04_LongChainOptimal,S045,TC04_LongChainOptimal,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"Eight-node alternating chain The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S045 conflict model: approved routes must be an independent set; fairness requires delay SD ≤120 s and Gini ≤0.4 while maximizing feasible route weight.,ANSWERABLE,
215,S045/TC05_DenseGridPenalty,S045,TC05_DenseGridPenalty,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"4×4 grid with greedy miss The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S045 conflict model: approved routes must be an independent set; fairness requires delay SD ≤120 s and Gini ≤0.4 while maximizing feasible route weight.,ANSWERABLE,
216,S045/TC06_CliqueMisinterpretation,S045,TC06_CliqueMisinterpretation,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Clique of ten treated as independent The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.",S045 conflict model: approved routes must be an independent set; fairness requires delay SD ≤120 s and Gini ≤0.4 while maximizing feasible route weight.,ANSWERABLE,
217,S045/TC07_FairnessVsUrgency,S045,TC07_FairnessVsUrgency,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"Medevac vs five couriers The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S045 conflict model: approved routes must be an independent set; fairness requires delay SD ≤120 s and Gini ≤0.4 while maximizing feasible route weight.,ANSWERABLE,
218,S045/TC08_HybridQuantumBenchmark,S045,TC08_HybridQuantumBenchmark,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"Full 20-route hybrid scenario The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S045 conflict model: approved routes must be an independent set; fairness requires delay SD ≤120 s and Gini ≤0.4 while maximizing feasible route weight.,ANSWERABLE,
219,S046/TC01_FIFO_Baseline,S046,TC01_FIFO_Baseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"FIFO baseline, ample power Plan metrics: total_delay_sec=930, max_delay_sec=270, fairness_gini=0.36, divert_ratio=0.2, throughput_pct=0.82 The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S046 policies: holding capacity 5 and max loiter/individual delay 300 s; Gini ≤0.35; divert ratio ≤0.30; battery emergencies receive priority.,ANSWERABLE,
220,S046/TC02_BatteryEmergency,S046,TC02_BatteryEmergency,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"Battery emergency reprioritization Plan metrics: total_delay_sec=1460, max_delay_sec=300, fairness_gini=0.34, divert_ratio=0.11, throughput_pct=0.78 The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S046 policies: holding capacity 5 and max loiter/individual delay 300 s; Gini ≤0.35; divert ratio ≤0.30; battery emergencies receive priority.,ANSWERABLE,
221,S046/TC03_GateDeadlock,S046,TC03_GateDeadlock,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Heterogeneous gate deadlock Plan metrics: total_delay_sec=1680, max_delay_sec=420, fairness_gini=0.44, divert_ratio=0.0, throughput_pct=0.74 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.",S046 policies: holding capacity 5 and max loiter/individual delay 300 s; Gini ≤0.35; divert ratio ≤0.30; battery emergencies receive priority.,ANSWERABLE,
222,S046/TC04_DiversionEconomics,S046,TC04_DiversionEconomics,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Diversion vs passenger promise Plan metrics: total_delay_sec=1620, max_delay_sec=600, fairness_gini=0.33, divert_ratio=0.2 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.",S046 policies: holding capacity 5 and max loiter/individual delay 300 s; Gini ≤0.35; divert ratio ≤0.30; battery emergencies receive priority.,ANSWERABLE,
223,S046/TC05_DynamicReplan,S046,TC05_DynamicReplan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"Charger fault mid-sequence Plan metrics: total_delay_sec=980, max_delay_sec=270, fairness_gini=0.33, divert_ratio=0.0, throughput_pct=0.82 The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S046 policies: holding capacity 5 and max loiter/individual delay 300 s; Gini ≤0.35; divert ratio ≤0.30; battery emergencies receive priority.,ANSWERABLE,
224,S046/TC06_FairnessConstraint,S046,TC06_FairnessConstraint,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,DETERMINISTIC,"Operator fairness vs efficiency Plan metrics: total_delay_sec=1090, max_delay_sec=285, fairness_gini=0.42, divert_ratio=0.3, throughput_pct=0.8 The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.",S046 policies: holding capacity 5 and max loiter/individual delay 300 s; Gini ≤0.35; divert ratio ≤0.30; battery emergencies receive priority.,ANSWERABLE,
225,S046/TC07_WeatherUncertainty,S046,TC07_WeatherUncertainty,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Weather-driven service slowdown Plan metrics: total_delay_sec=2450, max_delay_sec=630, fairness_gini=0.34, divert_ratio=0.0, throughput_pct=0.62 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.",S046 policies: holding capacity 5 and max loiter/individual delay 300 s; Gini ≤0.35; divert ratio ≤0.30; battery emergencies receive priority.,ANSWERABLE,
226,S046/TC08_CascadeFailure,S046,TC08_CascadeFailure,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,DETERMINISTIC,"Charging failure + demand surge Plan metrics: total_delay_sec=3120, max_delay_sec=450, fairness_gini=0.46, divert_ratio=0.0, throughput_pct=0.58 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.",S046 policies: holding capacity 5 and max loiter/individual delay 300 s; Gini ≤0.35; divert ratio ≤0.30; battery emergencies receive priority.,ANSWERABLE,
